5182,912 0,107842692499024
5183,2993 0,106699385669386
5183,6866 0,104985113996446
5184,074 0,105233337750105
5184,4615 0,106212378751848
5184,8491 0,106698005505749
5185,2368 0,105067320506545
5185,6246 0,104981215698732
5186,0125 0,104488362551814
5186,4004 0,10674461044912
5186,7885 0,105842751638279
5187,1766 0,10421646932199
5187,5649 0,104605193081355
5187,9532 0,105392295350701
5188,3416 0,448275387230728
5188,7301 0,538524583205924
5189,1187 0,63700219993403
5189,5074 0,681275933662087
5189,8962 0,679750775490572
5190,2851 0,68266962970649
5190,674 0,661840384676182
5191,0631 0,640598431910228
5191,4522 0,606298492657643
5191,8414 0,59136788356561
5192,2308 0,585381706666735
5192,6202 0,600240709486433
5193,0097 0,624840936190489
5193,3993 0,637040016583467
5193,789 0,658247889414709
5194,1787 0,677489576012498
5194,5686 0,669936346458001
5194,9586 0,660690669644209
5195,3486 0,651779824185625
5195,7387 0,673310954870551
5196,129 0,671878486752541
5196,5193 0,693720547859422
5196,9097 0,705921642685164
5197,3002 0,711687708648368
5197,6908 0,734118946709045
5198,0814 0,726320961634749
5198,4722 0,737844447308759
5198,8631 0,758518263954911
5199,254 0,760098353882824
5199,6451 0,760520430438853
5200,0362 0,771669200635857
5200,4274 0,767810468674879
5200,8187 0,733375421760871
5201,2101 0,713882704850884
5201,6016 0,707435694614483
5201,9932 0,73250448707931
5202,3849 0,738411956644828
5202,7766 0,732734811023624
5203,1685 0,718077107881364
5203,5604 0,703769955164546
5203,9524 0,687369897983345
5204,3446 0,662248531028553
5204,7368 0,628025910834642
5205,1291 0,61459593060857
5205,5215 0,621082201445868
5205,9139 0,629941135268326
5206,3065 0,632618837518312
5206,6992 0,634836310996765
5207,0919 0,631151120117145
5207,4848 0,616099219403158
5207,8777 0,624234190545259
5208,2707 0,622947520460353
5208,6638 0,624677008870627
5209,057 0,640162178699138
5209,4503 0,657207258604575
5209,8437 0,685509357146511
5210,2372 0,719358352160114
5210,6307 0,748269202151307
5211,0244 0,760796117834829
5211,4181 0,791415219973999
5211,8119 0,806567626976904
5212,2058 0,814245783688751
5212,5999 0,814364714068959
5212,994 0,831824639588596
5213,3881 0,811979695232779
5213,7824 0,804057638995166
5214,1768 0,788246489747872
5214,5712 0,757750887249913
5214,9658 0,745292661326545
5215,3604 0,726410099080834
5215,7551 0,719778480245035
5216,15 0,733116730591567
5216,5449 0,725521828417458
5216,9399 0,7603683435719
5217,3349 0,759111556931822
5217,7301 0,77874010585869
5218,1254 0,804002594643864
