5000	0,757280401
5000,05	0,754560525
5000,1	0,7515373
5000,15	0,748950929
5000,2	0,746196597
5000,25	0,743028158
5000,3	0,73930949
5000,35	0,734582588
5000,4	0,729159854
5000,45	0,723510956
5000,5	0,717573473
5000,55	0,711533088
5000,6	0,705482988
5000,65	0,699698291
5000,7	0,694019552
5000,75	0,688373274
5000,8	0,683097658
5000,85	0,678134753
5000,9	0,673611266
5000,95	0,669194377
5001	0,664920646
5001,05	0,660860959
5001,1	0,656275649
5001,15	0,651536739
5001,2	0,64712106
5001,25	0,642625525
5001,3	0,637718194
5001,35	0,632664851
5001,4	0,627940773
5001,45	0,623436456
5001,5	0,619510002
5001,55	0,616121806
5001,6	0,613611321
5001,65	0,611428651
5001,7	0,609835238
5001,75	0,608852491
5001,8	0,608250953
5001,85	0,607737517
5001,9	0,607001043
5001,95	0,606105892
5002	0,605666546
5002,05	0,605769963
5002,1	0,606005511
5002,15	0,606880848
5002,2	0,608079296
5002,25	0,608962608
5002,3	0,609595721
5002,35	0,610777072
5002,4	0,61279449
5002,45	0,615403413
5002,5	0,617969178
5002,55	0,619654858
5002,6	0,62079661
5002,65	0,622073818
5002,7	0,623311547
5002,75	0,624700077
5002,8	0,626242145
5002,85	0,628006483
5002,9	0,630107846
5002,95	0,632107286
5003	0,634708788
5003,05	0,637804882
5003,1	0,641203558
5003,15	0,645121545
5003,2	0,649516315
5003,25	0,653723647
5003,3	0,657730047
5003,35	0,66207795
5003,4	0,66572477
5003,45	0,667966106
5003,5	0,669879626
5003,55	0,67141805
5003,6	0,673119552
5003,65	0,674714453
5003,7	0,676036536
5003,75	0,677542099
5003,8	0,679457853
5003,85	0,681524
5003,9	0,683665907
5003,95	0,685686806
5004	0,687798326
5004,05	0,690182091
5004,1	0,691651792
5004,15	0,692408117
5004,2	0,691650292
5004,25	0,689686186
5004,3	0,687668193
5004,35	0,684453352
5004,4	0,680272458
5004,45	0,675850815
5004,5	0,671093261
5004,55	0,665962489
5004,6	0,660364251
5004,65	0,653748021
5004,7	0,646705319
5004,75	0,640059314
5004,8	0,633557109
5004,85	0,626970111
5004,9	0,621071964
5004,95	0,615592511
5005	0,610332241
5005,05	0,605710495
5005,1	0,601593328
5005,15	0,597765056
5005,2	0,594635639
5005,25	0,591480163
5005,3	0,587886081
5005,35	0,584636913
5005,4	0,581770924
5005,45	0,579402273
5005,5	0,577755944
5005,55	0,576103236
5005,6	0,574157771
5005,65	0,571395549
5005,7	0,568068878
5005,75	0,563840763
5005,8	0,559001139
5005,85	0,553897532
5005,9	0,548685945
5005,95	0,543567286
5006	0,538774144
5006,05	0,534742629
5006,1	0,531087703
5006,15	0,5281439
5006,2	0,525775016
5006,25	0,523371722
5006,3	0,521585704
5006,35	0,5204414
5006,4	0,519832762
5006,45	0,519703356
5006,5	0,519910053
5006,55	0,520747815
